date,Global HFI,Equity Hedge,Event Driven,Macro/CTA,Relative Value,RV:FI Convertible Arbitrage,SP,HS,Gree,enumerate
2003-04-01,0.002,0.00375999999999999,0.000450000000000061,0.0015099999999999,0.000730000000000119,0.000539999999999985,0.0121436487538022,-0.00435001650365696,0.0,0
2003-04-02,0.00222554890219562,0.00453295608511994,0.00257883952221483,0.000988507353895551,5.9956231950542e-05,0.000669638395266681,0.0261159258223838,0.0127139000266376,0.00334075723830729,1
2003-04-03,0.000736882984973652,0.00141821463637171,0.00183444164182522,-0.00349127182044884,-0.000469628993095328,0.00193765543692126,-0.00505165171983191,-0.00666537256825328,-0.0122086570477247,2
2003-04-04,-9.95054578745158e-06,-0.00153504862637899,0.00125389353846761,0.000180180180180178,0.0012995841330774,0.00184419079898324,0.00273831935649493,0.0201534199182254,0.00224719101123583,3
2003-04-07,-0.000895558032160571,-0.00392783106358929,0.00115293252363013,-0.00294241277847829,0.00490205866496263,0.00126368159203971,0.00122887864823351,0.0158414045984956,0.00112107623318392,4
2003-04-08,-0.000597573850168231,-0.00119494538103826,-0.00107218378024199,-0.000391471934473642,-0.000506691305773299,0.00184841046637585,-0.00186378461923109,-0.0173562101312064,0.00895856662933925,5
2003-04-09,-0.00026906902118673,-0.00065800624108947,-0.00135160652348909,0.001114625696641,-0.000139162243295354,0.00119032267663899,-0.0140044859898211,-0.0192819979424662,0.0099889012208656,6
2003-04-10,0.000917074532242212,0.00135678442092235,0.00153256704980831,0.00127387257262068,0.000705849604326625,0.000227873936175405,0.00645503989653462,-0.00128866426995966,0.0208791208791208,7
2003-04-11,-9.95906822953696e-06,-0.000677473025614495,0.00205685668577793,-0.00311551446059521,-5.96071886269645e-05,0.00135702682356675,-0.00376328047912999,0.00231053175850837,0.0236813778256191,8
2003-04-14,0.0023005676725425,0.00298090822989883,0.00449199769946262,0.00201985690168027,0.000765004520481227,0.00140464720603806,0.019497869399977,-0.0129660580754484,0.0410094637223974,9
2003-04-15,0.000149044623960481,0.000268378990895046,0.00196448138678562,-0.00065187086939511,-1.98550580760015e-05,0.000612436410332373,0.00630344656191029,0.0115485349004811,0.0,10
2003-04-16,-0.00133126688920671,-0.00352773996084699,6.89668761946205e-05,0.000832931920359492,-0.00193590659995224,0.00326761898180594,-0.0122360548265061,0.00498604047682472,0.0111111111111111,11
2003-04-17,0.00207914685342514,0.00230364194822297,0.0039308408452785,0.00293790295895957,0.00196950255140105,-1.96796158539181e-05,0.0155356797854327,-0.0110661038323301,0.00499500499500516,12
2003-04-21,0.00136998540667732,0.00355199140358375,-0.000225702622075663,-0.000469887227065535,0.00105230763121589,-0.00253872040619529,-0.00175697755097481,-1.0,-0.0785288270377734,13
2003-04-23,0.00205783709449237,0.00204341516865592,0.00533644054519833,-0.000629515273239623,0.00115014327215768,-0.000345624395157285,0.00839395635142703,-0.00610249057677925,-0.0352187833511206,14
2003-04-24,0.000177716344967216,0.000108365843086267,-0.000350627721017349,-0.00321954926310319,-9.90363760609014e-05,0.00369452045322083,-0.00825879741463742,-0.00909549744119442,-0.0232300884955752,15
2003-04-25,-0.000582411182294629,-0.00219663314256446,0.000350750703937308,-6.01853709424338e-05,0.000257520081613949,0.000216524777324034,-0.0138463732815466,-0.00392082074268163,-0.00906002265005668,16
2003-04-28,0.00188653154754848,0.00334662770494387,0.00214272496177181,0.00180566980318186,-0.000505005495648025,0.00271581371092333,0.0178346925379114,0.00309548924308567,0.0354285714285716,17
2003-04-29,-0.000147877951397479,-0.000590347813253289,0.00110794709066697,-0.0011014759778103,0.000881729378430229,-0.00320893398624178,0.00327926194744443,0.0366542423035336,-0.0397350993377484,18
2003-04-30,0.00403273516071767,0.00350479940930337,0.00509674099818458,0.0105056337463412,0.00109871618478219,0.00234307316688986,-0.00100235335134669,-0.00308775396776384,0.0264367816091955,19
2003-05-12,0.0107042198195013,0.0145490576958924,0.00930147200865439,0.0255644617277091,-4.94374023610744e-05,0.00316262989372773,0.0307442306853378,0.0502855268078586,0.0123180291153415,20
2003-05-13,0.00159348613958543,0.00231109907749416,0.00125364849992815,0.0012478114934078,-0.000761373636696372,0.00365199342053724,-0.00297319888690206,-0.00398992088968775,-0.0553097345132744,21
2003-05-14,0.00110590495037988,0.00251801684466457,-0.000563913367614077,-0.0012945609119891,0.000277074097530194,0.00152181759650394,-0.0032049241218296,-0.00168329122363764,0.003512880562061,22
2003-05-15,0.000474820004457532,0.00279076928998956,0.00168313138944409,-0.00851261414641691,0.00125638083178337,-0.00127599474017448,0.00786772847287276,0.00245834381443122,0.0338389731621935,23
2003-05-16,0.0024214013133681,0.00186173275498058,0.00303600240588864,0.00775640024976587,-0.000217367677426417,0.0011410849084208,-0.00250351231157642,-0.00360396096019422,0.00225733634311531,24
2003-05-19,-0.00194210404266826,-0.00493304469434286,-0.00461636573038515,0.00315613170556972,-0.000642362312109013,0.00386747328326087,-0.0249179286243778,-0.000638940392689857,0.0101351351351351,25
2003-05-20,0.000358197395808002,-0.000596825274587598,0.000946679926560501,0.00151519538299705,0.00172065978402758,0.000834562533964744,-0.001129489449048,-0.00406828378287682,-0.0189520624303233,26
2003-05-21,0.00272906747183854,0.00396836863447647,0.00134702651062812,0.00274635265095302,0.00305040573357829,-9.69612348977744e-06,0.00401204701379743,0.00103862812693367,-0.00113636363636382,27
2003-05-22,0.00204605555233828,0.00505598035171206,0.00228972675927319,0.00186432696835448,-0.00214552146997748,-0.0024919278989266,0.00915076563210682,0.00791297821143955,0.0113765642775883,28
2003-05-23,0.00288944965615556,0.00426689576174111,0.00103754188242466,0.0068007635271885,0.00257424375425352,-0.000690151250048676,0.00144869992595531,0.018862201020863,0.0,29
2003-05-27,0.00213203234542769,0.0051897687416238,0.000988922169923523,0.00140050685009818,-0.000304968027545427,-0.00107971402169149,0.0195666616660595,0.0125842001003897,0.00899887514060738,30
2003-05-28,-0.00133208111319827,-0.00130492751978661,-8.54952550134458e-05,-0.00463328544653629,-0.00174180025388959,0.000477145694977255,0.00182872997855976,0.00953315054650306,-0.00780379041248613,31
2003-05-29,0.00173689412622724,0.000246177152866567,0.00146304389131702,0.00699661639043403,-0.000502750340095837,0.0079032148175544,-0.00375569123602115,-0.000217651425459264,0.0370786516853934,32
2003-05-30,0.00202126640482803,0.00565121496388721,0.0056159523402961,-0.00638798716707478,-0.0023276227673068,-0.000878760079184859,0.0146897771787204,-0.00222641727708217,0.0,33
2003-06-02,0.00113765642775876,0.000527118356896672,0.00430164330320926,0.00161442859735783,-0.000296574563788177,0.00201036109178054,0.00353884951068406,0.0158262871309045,0.00433369447453935,34
2003-06-03,9.5492742551162e-06,-0.00172163997967911,0.000563581371757271,0.00432999523128275,-0.000702101359703389,0.000925997376340693,0.00471561530506714,0.00262411634516302,-0.029126213592233,35
2003-06-04,0.00200532844415147,0.00302513405773208,0.00646814742494506,6.64742080072056e-05,-0.00130623231143734,0.000954051345308793,0.0151097204495863,-1.0,0.00222222222222213,36
2003-06-06,-0.000294651598247264,-0.000448807854137478,-0.00106251106782373,-0.00169152265230765,-0.00207918733477885,0.00810464121900045,-0.00240370048679983,0.0057703021368376,-0.00679501698754248,37
2003-06-09,-0.00269067675749679,-0.00715608688331382,-0.00164211272730663,9.41327082921717e-05,0.00106160272246525,1.92793383331225e-05,-0.0119765935044951,0.00401046765064783,-0.00798175598631701,38
2003-06-10,0.0015444015444015,0.00364623081489035,0.00315878994046903,0.000988300405673659,-0.00127851890027553,-0.00603431656063236,0.00912975315852571,-0.00306056088707984,0.00114942528735651,39
2003-06-11,0.00308404009252117,0.00629904997934738,-8.38449427527088e-05,0.00481438296912007,0.00140916353243559,-0.000775840332059796,0.0128345721132366,-0.00429319889691782,0.0149253731343282,40
